Dec25,12/1/2025,,45,"  28,262.04 ","  28,711.92 ",  (449.88),,," $142,045.11 will be auto debted 12/31/2025 ",,,,,,,
Jan26,1/1/2026,,46,  -   ,  -   ,  -   ,  -   ,,,,,,,,,
Feb26,2/1/2026,,47,  -   ,  -   ,  -   ,  -   ,,,,,,,,,
Mar26,3/1/2026,,48,  -   ,  -   ,  -   ,  -   ,,,,,,,,,
Apr26,4/1/2026,,49,  -   ,  -   ,  -   ,  -   ,,,,,,,,,
May26,5/1/2026,,50,  -   ,  -   ,  -   ,  -   ,,,,,,,,,
Jun26,6/1/2026,,51,  -   ,  -   ,  -   ,  -   ,,,,,,,,,
Jul26,7/1/2026,,52,  -   ,  -   ,  -   ,  -   ,,,,,,,,,
Aug26,8/1/2026,,53,  -   ,  -   ,  -   ,  -   ,,,,,,,,,
Sep26,9/1/2026,,54,  -   ,  -   ,  -   ,  -   ,,,,,,,,,
Oct26,10/1/2026,,55,  -   ,  -   ,  -   ,  -   ,,,,,,,,,
Nov26,11/1/2026,,56,  -   ,  -   ,  -   ,  -   ,,,,,,,,,
Dec26,12/1/2026,,57,  -   ,  -   ,  -   ,  -   ,,,,,,,,,
Jan27,1/1/2027,,58,  -   ,  -   ,  -   ,  -   ,,,,,,,,,
Feb27,2/1/2027,,59,  -   ,  -   ,  -   ,  -   ,,,,,,,,,
Mar27,3/1/2027,,60,  -   ,  -   ,  -   ,  -   ,,,,,,,,,
Apr27,4/1/2027,,61,,,,,,,,,,,,,
May27,5/1/2027,,62,,,,,,,,,,,,,
Jun27,6/1/2027,,63,,,,,,,,,,,,,
Jul27,7/1/2027,,64,,,,,,,,,,,,,
Aug27,8/1/2027,,65,,,,,,,,,,,,,
Sep27,9/1/2027,,66,,,,,,,,,,,,,
Oct27,10/1/2027,,67,,,,,,,,,,,,,
Nov27,11/1/2027,,68,,,,,,,,,,,,,
Dec27,12/1/2027,,69,,,,,,,,,,,,,
Jan28,1/1/2028,,70,,,,,,,,,,,,,
Feb28,2/1/2028,,71,,,,,,,,,,,,,
Mar28,3/1/2028,,72,,,,,,,,,,,,,
Apr28,4/1/2028,,73,,,,,,,,,,,,,
May28,5/1/2028,,74,,,,,,,,,,,,,
Jun28,6/1/2028,,75,,,,,,,,,,,,,
Jul28,7/1/2028,,76,,,,,,,,,,,,,
Aug28,8/1/2028,,77,,,,,,,,,,,,,
Sep28,9/1/2028,,78,,,,,,,,,,,,,
Oct28,10/1/2028,,79,,,,,,,,,,,,,
Nov28,11/1/2028,,80,,,,,,,,,,,,,
Dec28,12/1/2028,,81,,,,,,,,,,,,,
Jan29,1/1/2029,,82,,,,,,,,,,,,,
Feb29,2/1/2029,,83,,,,,,,,,,,,,
Mar29,3/1/2029,,84,,,,,,,,,,,,,
Apr29,4/1/2029,,85,,,,,,,,,,,,,
May29,5/1/2029,,,,,,,,,,,,,,,
