Collections Report,,05/29/2026 1119,,,,,,,,,,,,,,,,,,,,,,,
Meiborg Bros,,,,,,,,,,,,,,,,,,,,,,,,,
M-71CHNC,,,,,,715 Logistics Inc,,,,,Payables contact:,,,,Francisco Monsalve,,,Avg Pay Days:,,,2.76,,Past due after 10 days,,
,,,,,,"CHARLOTTE, NC",,,,,Phone:,,,,882-494-080,,,Last Pmt Date:,,,04/13/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,04/12/2026,,,04/12/2026,,,EDS-1334,47,,37,"1,007.60",,"1,007.60",,,,,,1007.60,,,,,,
,,,Customer  M-71CHNC  totals:,,,,,,,,,,"$1,007.60",,,$0.00,$0.00,,"$1,007.60",*,,$0.00,,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,100.00,0.00,,%,,%,
M-7HMEDS,,,,,,7th Heaven Transport,,,,,Payables contact:,,,,,,,Avg Pay Days:,,,4.05,,Past due after 10 days,,
,,,,,,"MIDDLETON, ID",,,,,Phone:,,,,,,,Last Pmt Date:,,,04/09/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,,* Denotes balances over collection threshold,,,,,,,,,,,,,,,,,,,,,,,
,04/09/2026,,,04/09/2026,,,EDS-1332,50,,40,"3,400.79",,"3,400.79",,,,,,3400.79,,,,,,
,,,Customer  M-7HMEDS  totals:,,,,,,,,,,"$3,400.79",,,$0.00,$0.00,,"$3,400.79",*,,$0.00,,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,100.00,0.00,,%,,%,
M-818EDS,,,,,,"818Bros Transportation, LLC",,,,,Payables contact:,,,,Larry Looney,,,Avg Pay Days:,,,1.93,,Past due after 10 days,,
,,,,,,"Enterprise, NV",,,,,Phone:,,,,818-941-8714,,,Last Pmt Date:,,,07/28/2025,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,06/10/2025,,,06/10/2025,,,EDS-6601,353,,343,116.46,,116.46,,,,,,,,,116.46,,,
,07/15/2025,,,07/15/2025,,,EDS-7434,318,,308,135.01,,135.01,,,,,,,,,135.01,,,
,07/22/2025,,,07/22/2025,,,EDS-7609,311,,301,176.61,,176.61,,,,,,,,,176.61,,,
,,,Customer  M-818EDS  totals:,,,,,,,,,,$428.08,,,$0.00,$0.00,,$0.00,$0.00,,$428.08,,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,0.00,0.00,,%,,%,
M-AAROIL,,,,,,A-American Companies,,,,,Payables contact:,,,,AP,,,Avg Pay Days:,,,23.94,,Past due after 30 days,,
,,,,,,"ROCKFORD, IL",,,,,Phone:,,,,815-965-0882 x300,,,Last Pmt Date:,,,02/27/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,03/27/2026,,,04/01/2026,,,0549243,63,,33,"2,005.00",,"2,005.00",,,,,,,2005.00,,,,,
,,,Customer  M-AAROIL  totals:,,,,,,,,,,"$2,005.00",,,$0.00,$0.00,,$0.00,"$2,005.00",,$0.00,,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,0.00,100.00,,%,,%,
M-ABBEWI,,,,,,ABC Supply,,,,,Payables contact:,,,,Accounts Payable,,,Avg Pay Days:,,,21.10,,Past due after 10 days,,
,,,,,,"BELOIT, WI",,,,,Phone:,,,,,,,Last Pmt Date:,,,04/07/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,03/17/2026,,,03/17/2026,,,0547396,73,,63,550.00,,550.00,,,,,,,550.00,,,,,
,03/20/2026,,,03/24/2026,,,0548394,70,,60,"1,732.00",,"1,732.00",,,,,,,1732.00,,,,,
,,,Customer  M-ABBEWI  totals:,,,,,,,,,,"$2,282.00",,,$0.00,$0.00,,$0.00,"$2,282.00",,$0.00,,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,0.00,100.00,,%,,%,
M-ABFSAR,,,,,,Arcbest- Seaga,,,,,Payables contact:,,,,Payment Inquiries,,,Avg Pay Days:,,,28.11,,Past due after 30 days,,
,,,,,,"FORT SMITH, AR",,,,,Phone:,,,,,,,Last Pmt Date:,,,04/13/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,04/13/2026,,,04/13/2026,,,0549896,46,,16,550.00,,550.00,,,,,,550.00,,,,,,
,04/10/2026,,,04/10/2026,,,0549897,49,,19,550.00,,550.00,,,,,,550.00,,,,,,
,04/08/2026,,,04/13/2026,,,0549900,51,,21,550.00,,550.00,,,,,,550.00,,,,,,
,,,Customer  M-ABFSAR  totals:,,,,,,,,,,"$1,650.00",,,$0.00,$0.00,,"$1,650.00",*,,$0.00,,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,100.00,0.00,,%,,%,
M-ABGEDS,,,,,,Abraham Gebreyesus,,,,,Payables contact:,,,,,,,Avg Pay Days:,,,,,Past due after 5 days,,
,,,,,,"ROSENBERG, TX",,,,,Phone:,,,,,,,Last Pmt Date:,,,,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,04/12/2026,,,04/12/2026,,,EDS-1335,47,,42,"1,500.00",,"1,500.00",,,,,,1500.00,,,,,,
,,,Customer  M-ABGEDS  totals:,,,,,,,,,,"$1,500.00",,,$0.00,$0.00,,"$1,500.00",*,,$0.00,,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,100.00,0.00,,%,,%,
M-ABMAGA,,,,,,"Abmere, Inc.",,,,,Payables contact:,,,,Amanda Rabon,,,Avg Pay Days:,,,2.81,,Past due after 10 days,,
,,,,,,"BLAKLEY, GA",,,,,Phone:,,,,229-723-3166,,,Last Pmt Date:,,,04/13/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,04/12/2026,,,04/12/2026,,,EDS-1334,47,,37,"5,970.91",,"5,970.91",,,,,,5970.91,,,,,,
,,,Customer  M-ABMAGA  totals:,,,,,,,,,,"$5,970.91",,,$0.00,$0.00,,"$5,970.91",*,,$0.00,,,
,,* Denotes balances over collection threshold,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,100.00,0.00,,%,,%,
M-ACBEWI,,,,,,ABC Catalog,,,,,Payables contact:,,,,MEIBORG COLLECTIONS,,,Avg Pay Days:,,,12.38,,Past due after 10 days,,
,,,,,,"BELOIT, WI",,,,,Phone:,,,,,,,Last Pmt Date:,,,04/03/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,03/26/2026,,,03/27/2026,,,0549019,64,,54,"1,500.00",,"1,500.00",,,,,,,1500.00,,,,,
,03/26/2026,,,03/27/2026,,,0549020,64,,54,"1,500.00",,"1,500.00",,,,,,,1500.00,,,,,
,03/30/2026,,,03/30/2026,,,0549774,60,,50,"1,400.00",,"1,400.00",,,,,,1400.00,,,,,,
,03/31/2026,,,03/31/2026,,,0550160,59,,49,"1,400.00",,"1,400.00",,,,,,1400.00,,,,,,
,04/06/2026,,,04/06/2026,,,0550629,53,,43,"3,203.20",,"3,203.20",,,,,,3203.20,,,,,,
,04/10/2026,,,04/10/2026,,,0551842,49,,39,"1,500.00",,"1,500.00",,,,,,1500.00,,,,,,
,04/13/2026,,,04/13/2026,,,0552152,46,,36,"1,500.00",,"1,500.00",,,,,,1500.00,,,,,,
,,,Customer  M-ACBEWI  totals:,,,,,,,,,,"$12,003.20",,,$0.00,$0.00,,"$9,003.20",*,,$0.00,,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,75.01,24.99,,%,,%,
M-ACEWI,,,,,,ACM,,,,,Payables contact:,,,,Accounting,,,Avg Pay Days:,,,9.54,,Past due after 10 days,,
,,,,,,"BELOIT, WI",,,,,Phone:,,,,,,,Last Pmt Date:,,,04/10/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,05/07/2025,,,05/07/2025,,,0500304,387,,377,"1,005.38",,"-1,080.38",,,,,,,,,-1080.38,,,
,10/22/2025,,,10/23/2025,,,0525512,219,,209,"2,785.70",,"2,785.70",,,,,,,,,2785.70,,,
,03/23/2026,,,03/24/2026,,,0548653,67,,57,"1,185.80",,"1,185.80",,,,,,,1185.80,,,,,
,04/01/2026,,,04/07/2026,,,0549219,58,,48,"1,800.00",,"1,800.00",,,,,,1800.00,,,,,,
,04/01/2026,,,04/07/2026,,,0550097,58,,48,"1,009.50",,"1,009.50",,,,,,1009.50,,,,,,
,04/03/2026,,,04/03/2026,,,0550530,56,,46,"1,993.60",,745.00,,,,,,745.00,,,,,,
,04/06/2026,,,04/07/2026,,,0550780,53,,43,"1,497.06",,"1,497.06",,,,,,1497.06,,,,,,
,04/03/2026,,,04/06/2026,,,0550973,56,,46,679.50,,679.50,,,,,,679.50,,,,,,
,04/03/2026,,,04/06/2026,,,0551026,56,,46,"1,955.64",,"1,955.64",,,,,,1955.64,,,,,,
,04/06/2026,,,04/06/2026,,,0551029,53,,43,"2,474.10",,"2,474.10",,,,,,2474.10,,,,,,
,04/06/2026,,,04/06/2026,,,0551158,53,,43,"3,307.40",,"3,307.40",,,,,,3307.40,,,,,,
,04/06/2026,,,04/06/2026,,,0551206,53,,43,897.30,,897.30,,,,,,897.30,,,,,,
,04/06/2026,,,04/07/2026,,,0551208,53,,43,"2,022.72",,"2,022.72",,,,,,2022.72,,,,,,
,04/08/2026,,,04/08/2026,,,0551362,51,,41,"2,527.59",,"2,527.59",,,,,,2527.59,,,,,,
,04/08/2026,,,04/08/2026,,,0551662,51,,41,756.00,,756.00,,,,,,756.00,,,,,,
,04/07/2026,,,04/07/2026,,,0551663,52,,42,682.30,,682.30,,,,,,682.30,,,,,,
,04/08/2026,,,04/08/2026,,,0551692,51,,41,"1,149.60",,"1,149.60",,,,,,1149.60,,,,,,
,04/10/2026,,,04/13/2026,,,0551890,49,,39,"1,739.84",,"1,739.84",,,,,,1739.84,,,,,,
,04/09/2026,,,04/10/2026,,,0551925,50,,40,"1,233.20",,"1,233.20",,,,,,1233.20,,,,,,
,04/10/2026,,,04/10/2026,,,0552090,49,,39,891.50,,891.50,,,,,,891.50,,,,,,
,04/10/2026,,,04/13/2026,,,0552091,49,,39,"1,049.16",,"1,049.16",,,,,,1049.16,,,,,,
,04/13/2026,,,04/13/2026,,,0552097,46,,36,"3,036.33",,"3,036.33",,,,,,3036.33,,,,,,
,04/13/2026,,,04/13/2026,,,0552240,46,,36,"1,875.09",,"1,875.09",,,,,,1875.09,,,,,,
,,,Customer  M-ACEWI  totals:,,,,,,,,,,"$34,219.95",,,$0.00,$0.00,,"$31,328.83",*,,"$1,705.32",,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,91.55,3.47,,%,,%,
M-ACNAIL,,,,,,Amcor Flexibles,,,,,Payables contact:,,,,Traci Twitty,,,Avg Pay Days:,,,20.67,,Past due after 30 days,,
,,,,,,"Naperville, IL",,,,,Phone:,,,,630-512-8119,,,Last Pmt Date:,,,04/13/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,09/18/2025,,,09/18/2025,,,0520045,253,,223,"2,004.56",,-205.56,,,,,,,,,-205.56,,,
,,,Customer  M-ACNAIL  totals:,,,,,,,,,,-$205.56,,,$0.00,$0.00,,$0.00,$0.00,,-$205.56,,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,0.00,0.00,,%,,%,
,,* Denotes balances over collection threshold,,,,,,,,,,,,,,,,,,,,,,,
M-ADBEWI,,,,,,Advanced Autosports,,,,,Payables contact:,,,,Patti Green,,,Avg Pay Days:,,,,,Past due after 30 days,,
,,,,,,"BELOIT, WI",,,,,Phone:,,,,608-313-1230,,,Last Pmt Date:,,,04/10/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,08/07/2025,,,08/07/2025,,,16249,295,,265,"3,110.00",,"1,418.46",,,,,,,,,1418.46,,,
,,,Customer  M-ADBEWI  totals:,,,,,,,,,,"$1,418.46",,,$0.00,$0.00,,$0.00,$0.00,,"$1,418.46",,,
,,,,,,,,,,,,,100.00,,,0.00,0.00,,0.00,0.00,,%,,%,
M-ADDEIL,,,,,,ADM Logistics Inc,,,,,Payables contact:,,,,TruckingPayables,,,Avg Pay Days:,,,24.22,,Past due after 30 days,,
,,,,,,"Decatur, IL",,,,,Phone:,,,,,,,Last Pmt Date:,,,03/18/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,09/22/2025,,,09/22/2025,,,0519589,249,,219,"2,547.20",,"2,547.20",,,,,,,,,2547.20,,,
,10/01/2025,,,10/02/2025,,,0521210,240,,210,"2,622.20",,75.00,,,,,,,,,75.00,,,
,12/01/2025,,,12/16/2025,,,0527429,179,,149,"1,990.00",,"1,990.00",,,,,,,,,1990.00,,,
,01/12/2026,,,01/23/2026,,,0535697,137,,107,"2,707.40",,"2,707.40",,,,,,,,,2707.40,,,
,,,Customer  M-ADDEIL  totals:,,,,,,,,,,"$7,319.60",,,$0.00,$0.00,,$0.00,$0.00,,"$7,319.60",,,
,,,,OVER CREDIT LIMIT OF,,,,,"$4,500.00",,,,100.00,,,0.00,0.00,,0.00,0.00,,%,,%,
M-ADVWRS,,,,,,Advantage Transport Solution Inc,,,,,Payables contact:,,,,Accounting,,,Avg Pay Days:,,,20.07,,Past due after 30 days,,
,,,,,,"CITY OF INDUSTRY, CA",,,,,Phone:,,,,,,,Last Pmt Date:,,,03/30/2026,,,,
,,,,,,,,,,,,,,Collection Threshold:,,,,,"$1,000.00",,,,,,
,03/09/2026,,,03/09/2026,,,14762/H,81,,51,0.00,,"-6,398.56",,,-6398.56,,,,,,,,,
,03/17/2026,,,03/17/2026,,,18413,73,,43,100.00,,100.00,,,,,,,100.00,,,,,
,04/01/2026,,,04/01/2026,,,18564,58,,28,200.00,,200.00,,,,,,200.00,,,,,,
